Rank	Score	ADR	r_Drugname	Support	Confidence	Drug1	Support1	Confidence1	Drug2	Support2	Confidence2	id
1049	0.024701928	Pulmonary oedema	[ROSIGLITAZONEMALEATE] [AVANDIA]	11	25	ROSIGLITAZONEMALEATE	11	20.3704	AVANDIA	98	2	"105229422,105229772,105384982,105713531,105867491,105994211,105994921,106172121,83543462,86200872,93289502,94607672"
1051	0.024660084	Decreasedappetite	[RIBAVIRIN] [SIMEPREVIR]	10	7.24638	RIBAVIRIN	35	3.63071	SIMEPREVIR	11	5	"103013064,103672403,104171834,104656172,104661882,104677512,105114361,105560213,105578202,105998651,106273811,106425561,106500442"
1052	0.024637366	Coronary artery disease	[ASPIRIN] [FUROSEMIDE]	16	9.41176	FUROSEMIDE	20	1.70794	ASPIRIN	179	5.99866	"101039932,101046792,101065342,101074982,101095952,101100562,101102622,101104892,101105802,101108082,101203712,101746613,103175342,103196292,105063073,105394462,105394512,105632352,105907261,105934271,105955451,106117451,93875963"
1053	0.024635071	Fatigue	[RIBAVIRIN] [SOVALDI]	22	10.2326	RIBAVIRIN	54	5.60166	SOVALDI	54	8.61244	"101531384,102086763,102251282,104508272,105103133,105105382,105160191,105165121,105165341,105165401,105166651,105168911,105173201,105206414,105369811,105694481,105809411,106212311,106269821,79879374"
1054	0.024549169	Acute Myocardial infarction	[ATENOLOL] [AVANDIA]	11	9.2437	AVANDIA	285	5.81633	ATENOLOL	13	1.67095	"101027582,101069792,101091062,101096112,101100682,101104582,101114282,101140132,101168962,101216732,101255282"
1055	0.024511655	Acute kidney injury	[ASPIRIN] [SIMVASTATIN]	19	5.9375	SIMVASTATIN	61	3.1218	ASPIRIN	49	1.64209	"103141592,103877313,104443133,104877611,105029492,105056542,105067221,105100491,105115681,105372031,105416471,105423802,105490192,105831061,105878151,105905701,105934011,105947441,105969691,105969751,105973111,106019221,106020121,106029451,106029701,106055891,106074561,106074591,106091491,106094461,106096641,106098241,106129421,106133621,106170811,106177031,106201311,106337941,106592081,106637281,106746481,106774851,106798941,106810491,107048061"
1056	0.024501916	Febrile neutropenia	[DOXORUBICIN] [CYCLOPHOSPHAMIDE]	14	7.95455	DOXORUBICIN	20	5.64972	CYCLOPHOSPHAMIDE	40	5.08906	"100208054,101454475,102202993,102410208,103668615,103690972,103749523,104029793,104233462,104357942,104646162,104961202,104979681,104983181,105099251,105100101,105100741,105172361,105228042,105304571,105307581,105318632,105503352,105578591,105598452,105731192,105765041,105784761,105873191,105978062,106145811,106169301,106236923,106356511,106377931,106378451,106517711,106542281,106543811,106607431,106663032,106723241,106846981,106852151,79016513,84225814,84755103,86887422,88765402,89646706,91063964,93459848,95006463,95176052,97265985,97913346,98051874,98518743,99208903"
1057	0.024450656	Pleuraleffusion	[ROSIGLITAZONEMALEATE] [AVANDIA]	10	22.7273	ROSIGLITAZONEMALEATE	11	20.3704	AVANDIA	121	2.46939	"105384982,105543202,105634272,105712991,105713531,105994211,106172121,106272141,83543462,83921172,86200872"
1059	0.024399549	Dyspnoea	[MACITENTAN] [ADCIRCA]	10	15.625	ADCIRCA	148	13.0053	MACITENTAN	35	13.308	"103374536,104254743,104579003,104714163,104996062,105174612,105233832,105306672,105500252,105670833,105999233,106489542"
1061	0.024252073	Myalgia	[ASPIRIN] [AMLODIPINE]	10	6.09756	ASPIRIN	28	0.938338	AMLODIPINE	34	2.46377	"104178545,105247583,105841672,106400031,106452241,106611621,106612021,106635541,106676571,106685791,106692181,106703581,106732961,106742851,106746061,106763171,106772701,106779801,979144014"
1062	0.024244013	Drug ineffective	[ENBREL] [METHOTREXATE]	19	7.72358	METHOTREXATE	90	5.63204	ENBREL	102	3.65854	"100129213,102228747,102721973,103100878,103452312,103468272,103888394,103892254,104210252,104256964,104437604,104462393,104886903,104935711,105061771,105211912,105225453,105538441,105579561,105612622,105652671,105724391,105847452,105858281,105903592,105922962,105973142,106003741,106004332,106007701,106078171,106136521,106183542,106359721,106378422,106396062,106398781,106431122,106440091,106444341,106447262,106483561,106510201,106536191,106536211,106609371,106610711,106635672,106649661,106665811,106714091,106714511,106808581,106813891,106846191,84349824,95238663,97204223,97952613,98565423,98971073"
1063	0.024236218	Cerebro vascular accident	[ASPIRIN] [LASIX]	16	7.92079	ASPIRIN	172	5.76407	LASIX	36	3.00501	"101034612,101060402,101067932,101079862,101083522,101091872,101095922,101119412,101136902,101203612,101205742,102987733,103163712,104605932,104653572,104867663,104901554,105088121,105120831,105277072,105313401,105594681,105716192,105772571,105917901,106005781,106111021,106330891,106466382,106554971,645955133"
1064	0.024189851	Pruritus	[RIBAVIRIN] [SIMEPREVIR]	11	7.97101	SIMEPREVIR	13	5.90909	RIBAVIRIN	41	4.25311	"102990292,103557972,104014662,104198002,104353392,104760952,104768543,105045182,105123602,105293021,105585481,105674802,105890282,105945862,106214761,106256061,106270431,106403621"
1065	0.024039915	Arthropathy	[ENBREL] [METHOTREXATE]	15	6.09756	METHOTREXATE	41	2.56571	ENBREL	104	3.73027	"100547972,100700832,102123933,102404186,104433494,104437604,104856261,104871243,104886903,104957313,105095521,105127396,105150771,105153321,105243162,105245551,105322371,105425642,105438161,105507691,105648702,105672851,105697102,105725061,105746381,105903592,106078171,106398781,106420041,106447262,106607632,106609371,106610771,106635672,106636632,61634545,88822514,91823032,95680323,95912033"
1066	0.023964812	Headache	[REMODULIN] [REVATIO]	15	7.24638	REMODULIN	44	4.64135	REVATIO	50	4.91642	"102416532,104606105,104630893,104771973,105008164,105294602,105348487,105499361,105966024,106072892,106416282,98823506"
1067	0.023914752	Mucosalinflammation	[ETOPOSIDE] [CYCLOPHOSPHAMIDE]	10	7.04225	ETOPOSIDE	20	4.79616	CYCLOPHOSPHAMIDE	22	2.79898	"104416103,104856491,105226901,105276971,105577631,105801451,105978062,106502481,106554671,106554681,106554691,106555051,106555071,106555091,106666781,106774761,91063964"
1069	0.023912521	"Myocardial infarction,Coronary artery disease"	[AVANDARYL] [AVANDIA]	13	15.4762	AVANDARYL	13	14.7727	AVANDIA	509	10.3878	"101040492,101105972,101116562,105228662,105229872,105385522,105385532,105541212,105633402,105669071,105713052,105856111,106502281,83516783"
1070	0.02390074	Coronary artery disease	[PLAVIX] [AVANDIA]	85	17.1717	AVANDIA	904	18.449	PLAVIX	91	5.52855	"101038362,101040492,101044602,101058202,101060352,101062922,101067722,101067832,101073522,101078162,101078302,101079102,101079292,101079742,101079822,101082512,101082752,101090592,101090712,101091192,101091252,101093042,101093312,101094242,101094512,101094722,101097212,101100952,101103232,101104052,101105802,101107132,101107382,101107812,101108392,101109752,101111682,101113142,101113962,101115452,101115612,101116072,101116972,101117892,101121182,101121422,101125722,101136332,101139952,101142172,101170162,101171482,101181662,101185772,101186062,101199382,101202722,101203042,101203712,101205052,101205162,101205442,101207142,101247242,103152052,103157682,103162472,103162532,103163232,103171162,103174142,103174162,103175342,103177342,103184352,103194372,103241562,104856342,105013702,105394432,105394482,105394562,105394572,105396432,105565172"
1072	0.023758313	"Vomiting,Abdominalpain"	[ASPIRIN] [SIMVASTATIN]	12	3.75	SIMVASTATIN	15	0.767656	ASPIRIN	14	0.469169	"105831061,105878151,105947441,105969691,106019221,106029451,106074591,106091491,106098241,106100621,106129421,106352032,106517191,107048061"
1073	0.023733336	Pneumonia	[VINCRISTINE] [CYCLOPHOSPHAMIDE]	10	5.84795	VINCRISTINE	10	3.48432	CYCLOPHOSPHAMIDE	19	2.4173	"103009722,103690972,104259052,104332862,104947615,104983181,105105042,105216163,105235472,105237912,105294861,105376561,105417895,105534651,105784761,105869241,106225641,106225931,106334311,106334411,106459971,106527212,106544061,106544531,106855101,89570084,89646706,94963523,97387053"
1074	0.023645721	"Myocardial infarction,Cardiac failure congestive"	[AVANDARYL] [AVANDIA]	12	14.2857	AVANDIA	440	8.97959	AVANDARYL	12	13.6364	"101040492,101098602,101110202,105217882,105228662,105385352,105385522,105385532,105541212,105570842,105856111,106502281,86307354,91405882"
1075	0.023637002	Dyspnoea	[REVATIO] [LETAIRIS]	98	16.5261	REVATIO	147	14.4543	LETAIRIS	465	13.7493	"100654068,101525786,102253432,102423964,102635683,102708053,102715162,103510334,103592954,103795434,103899123,103920514,103943783,103993299,104552004,104630853,104685913,104719524,104800354,104911381,104952822,104955302,104963972,105033291,105055713,105092184,105092393,105099092,105203436,105284211,105291223,105423203,105423283,105452211,105475906,105496912,105501302,105557972,105558121,105616022,105616532,105643381,105691241,105770442,105775971,105826002,105913211,105937991,105964022,105966024,105968775,106026432,106088062,106115502,106118281,106127472,106157033,106206492,106252511,106262721,106391991,106469672,106530551,106569951,87621377,92248905,989447110"
1076	0.02363177	"Injury,Economicproblem"	[ANDROGEL] [AXIRON]	11	37.931	ANDROGEL	161	46.8023	AXIRON	11	21.5686	"105047992,105662642,105668151,105670721,105712471,105715311,105717171,105765421,105790121,106456681,106651401,106722781"
1078	0.02354034	Pneumonia	[LETAIRIS] [COUMADIN]	17	6.53846	LETAIRIS	144	4.25784	COUMADIN	42	3.88529	"101525786,102824612,103092722,104463213,104761702,104857333,105094102,105148921,105370563,105387761,105558001,105671611,105814842,105817902,106030421,106114182,106169881,106169891,106684881,106735661,821566210,913246010"
1079	0.023496299	Cerebro vascular accident	[ASPIRIN] [LIPITOR]	11	7.74648	ASPIRIN	172	5.76407	LIPITOR	46	3.42517	"100795542,101034612,101045202,101060642,101082452,101107132,101206192,101212352,104609392,104867663,104901554,105074371,105594681,105657591,105716192,105772571,106634531,106839501,95632712,96106274"
1081	0.023337744	Pancreatitis	[METFORMIN] [JANUVIA]	13	15.4762	JANUVIA	61	11.597	METFORMIN	30	1.77515	"104153813,104227513,104237182,104237982,104258382,104506703,104903361,104941222,105192181,105330021,105345662,105589651,105807601,105945781,105967181,105970041,105983391,105998382,106212702,106297991,106431611,96298243,98185903"
1082	0.02321208	"Pancytopenia,Druginteraction"	[COPEGUS] [PEGASYS]	20	11.1732	PEGASYS	20	4.0404	COPEGUS	20	10.1523	"100054875,100054932,100102583,100102654,100103003,100108932,100116803,100125323,100135483,100135544,100135643,100140193,100144003,100165433,100201063,100201102,100348123,100348162,100348293,100357063"
1083	0.023199078	Injury	[ANDROGEL] [AXIRON]	13	44.8276	AXIRON	13	25.4902	ANDROGEL	195	56.686	"105047992,105336591,105662642,105668151,105670721,105712471,105715311,105717171,105717801,105765421,105790121,106456681,106651311,106651401,106722781"
1084	0.023194467	"Platelet count decreased,White blood cell count decreased,Anaemia"	[RIBAVIRIN] [PEGINTRON]	10	6.84932	RIBAVIRIN	32	3.3195	PEGINTRON	13	4.74453	"102413934,102543854,102650774,102905064,103330614,103570144,104198002,104629822,104938603,104963062,105114361,105123602,105560213,106699581"
1085	0.023180989	Vomiting	[ASPIRIN] [SIMVASTATIN]	17	5.3125	SIMVASTATIN	54	2.76356	ASPIRIN	49	1.64209	"104164013,105174612,105191991,105551462,105553121,105831061,105867981,105878151,105927061,105947441,105969691,106019221,106029451,106074591,106091491,106098241,106100621,106129421,106223861,106352032,106422021,106517191,106696883,106760731,106893571,107048061"
1086	0.023166121	Syncope	[REMODULIN] [ADCIRCA]	12	5.45455	ADCIRCA	33	2.89982	REMODULIN	30	3.16456	"102244272,102729619,105025161,105265111,105329493,105816412,106698152,106715501,106727711,106754121,97083495"
1088	0.023040385	"Platelet count decreased,Pyrexia,Anaemia"	[RIBAVIRIN] [SIMEPREVIR]	12	8.69565	SIMEPREVIR	12	5.45455	RIBAVIRIN	15	1.55602	"102543854,103013064,104198002,104629822,104768543,104884003,104938603,104963062,105045182,105123602,105294552,105560213,106132631,106403621,106500442"
1090	0.022891749	Dyspnoea	[REMODULIN] [COUMADIN]	18	14.6341	REMODULIN	136	14.346	COUMADIN	97	8.97317	"102387593,102729619,103684515,103744892,104403834,104430863,104581743,104771892,104938993,105055713,105099092,105123873,105152092,105210702,105235754,105235764,105370595,105657162,105707152,105708943,105883221,106416282,106564832,106696251"
1091	0.022875609	"Bloodbilirubinincreased,Anaemia"	[RIBAVIRIN] [SIMEPREVIR]	10	7.24638	SIMEPREVIR	10	4.54545	RIBAVIRIN	17	1.76349	"103678473,103700753,103859172,103886404,103922263,104171834,104752562,104768543,105123602,105578202,105586012,105836622,106256061,106403621,106699581"
1094	0.02281653	Myocardial infarction	[WARFARIN] [AVANDIA]	13	48.1481	AVANDIA	2411	49.2041	WARFARIN	24	2.66371	"101031212,101064072,101073042,101084372,101101992,101107992,101113502,101141282,101206112,101226302,101251172,103155072,103156992,103194902"
1095	0.022787613	"Haemoglobin decreased,Platelet count decreased"	[RIBAVIRIN] [SOVRIAD]	10	10.6383	SOVRIAD	13	8.49673	RIBAVIRIN	23	2.38589	"104406282,104879443,104954012,105063302,105146852,105146862,105146872,105163232,105406411,105705491,106115481,106274822"
1098	0.022680363	"Cerebro vascular accident,Cardiac failure congestive"	[LASIX] [AVANDIA]	13	5.43933	AVANDIA	124	2.53061	LASIX	14	1.16861	"101060402,101067932,101080532,101091872,101100212,101117962,101127922,101144022,101185972,101203612,101206212,103163712,105384122,105772662"
1099	0.022671827	Blood glucose increased	[HUMALOG] [LANTUS]	45	21.6346	LANTUS	147	12.5427	HUMALOG	141	24.1026	"100573383,100777386,101643022,101793767,102402903,102571742,103017072,103289812,103486572,103655182,103713184,104441333,104744723,104787932,104792852,104845062,104943562,104944472,104947062,105029893,105046261,105085442,105113921,105121092,105165161,105281112,105309271,105317151,105317191,105408541,105421711,105424161,105442551,105446655,105513481,105513501,105514051,105528771,105578361,105602021,105661281,105661351,105667111,105680031,105680281,105736181,105899691,105942223,105997441,105997491,105997521,106025661,106096721,106154341,106160471,106236261,106260921,106381901,106417891,106691541,106691731,106825621,106836661,106836681,87608455,87982137,96311944"
1100	0.022575873	Paininextremity	[ENBREL] [METHOTREXATE]	18	7.31707	ENBREL	143	5.12912	METHOTREXATE	38	2.37797	"100129213,100556087,101484034,101686964,101780653,102006855,102123933,102228747,102489392,102637493,102703897,102721973,103100878,103468262,104256964,104288293,104292143,104431055,104433494,104464002,104938251,105012842,105099751,105153101,105153321,105157831,105179461,105210052,105215153,105237872,105243162,105262333,105415361,105538441,105561732,105585924,105612622,105623841,105649031,105697102,105780932,105945182,105973142,106147412,106183542,106396062,106447262,106737081,106764801,106808581,67245426,82645264,91823032,95680323,96732505,97304014,98971073,99521152"
1102	0.022559472	Cardiomyopathy	[LASIX] [AVANDIA]	10	4.1841	LASIX	12	1.00167	AVANDIA	77	1.57143	"101075482,101090912,101092232,101097532,101109752,101116722,101185972,101205432,101220772,103164242,103174412,103181002,103200342,105347062,105394552,105395362,105541232,105772662"
1104	0.022480986	Coronaryarterybypass	[LASIX] [AVANDIA]	14	5.85774	LASIX	15	1.25209	AVANDIA	144	2.93878	"101039202,101056172,101070232,101074702,101079762,101107322,101115392,101121853,101131432,101140302,101169042,101185772,101195852,101210472,105632352"
1105	0.02246944	Vomiting	[ADCIRCA] [TYVASO]	15	5.70342	TYVASO	26	3.08422	ADCIRCA	40	3.51494	"104403776,104403783,104660453,105063013,105174612,105235693,105506832,105557783,105558672,106558572,106698212"
1106	0.022396834	Cerebro vascular accident	[AVANDARYL] [AVANDIA]	20	23.8095	AVANDIA	986	20.1224	AVANDARYL	20	22.7273	"101034612,101040492,101042582,101044902,101051772,101052282,101074182,101090812,101107892,101118122,101119072,101119822,101128762,101142852,101197862,101207542,105217862,105385352,105385522,105385552,105541212,106444292,86807132"
1107	0.022360581	"Pyrexia,Rash"	[RIBAVIRIN] [SIMEPREVIR]	11	7.97101	RIBAVIRIN	24	2.48963	SIMEPREVIR	13	5.90909	"103013064,103678473,103893013,104794222,104884003,104938603,105234522,105238593,105294552,105560213,105724462,106002061,106136501,106394461,106403621,106420021,106454561"
1108	0.022236171	Rheumatoidarthritis	[METHOTREXATE] [PREDNISONE]	16	6.92641	PREDNISONE	34	1.92853	METHOTREXATE	72	4.50563	"100129213,100518356,101462123,101777793,102228747,102492214,103553205,104437604,105007343,105090501,105172473,105204992,105336531,105415361,105511881,105572913,105610082,105692291,105700551,105833512,105849482,105903592,105920541,105922962,105969511,106076332,106117031,106136521,106192292,106212371,106418981,106503431,106593531,106613312,69341412,85116244,903162810,91909603,92876034,944834110,95002576,968919411,97304014,98971073"
1109	0.022171992	Dyspnoea	[SPIRIVA] [ADVAIRHFA]	16	15.2381	ADVAIRHFA	70	12.1107	SPIRIVA	95	13.6494	"102770313,102820132,102932793,103456973,104164954,104165093,104310923,104419114,104433803,104463213,104676152,104745413,104879511,104911561,104914421,104916851,104922861,104925591,104925701,104932551,104942441,105013722,105017521,105044121,105088042,105139032,105146221,105252691,105257961,105280412,105285891,105594641,105614352,105640754,105644461,105710393,105762241,105907721,105939721,105968775,105990941,106090191,106406832,106473701,106474341,106538561,106599971,106600271,106683071,106753731,82056112,89116262,899215213,899215314,90072079,92917317,94130163,947850211,96174933,98091088,99960694"
1110	0.02216734	"Anaemia,Malaise"	[RIBAVIRIN] [SIMEPREVIR]	10	7.24638	RIBAVIRIN	16	1.65975	SIMEPREVIR	10	4.54545	"103132054,103859172,103867902,103886404,104938603,104960431,105114361,105123602,105294552,105586012,106131391,106132631,106132921,106500442"
1111	0.022097641	Myocardial infarction	[SIMVASTATIN] [AVANDIA]	13	46.4286	AVANDIA	2411	49.2041	SIMVASTATIN	55	2.81474	"101065572,101069422,101071862,101083592,101105322,101109112,101109752,101112012,101121902,101140292,101178552,101241082,103155072,105385402,106860702,87344282"
1112	0.022090585	Cardiac failure congestive	[ASPIRIN] [AVANDIA]	161	18.7865	ASPIRIN	180	6.03217	AVANDIA	1052	21.4694	"101039932,101040492,101041242,101041782,101042272,101042512,101043022,101044602,101048172,101055312,101056442,101060402,101061102,101062042,101065292,101065872,101066592,101066652,101067932,101069672,101069942,101071592,101074832,101076442,101077422,101078902,101079242,101079282,101079402,101079482,101079532,101079752,101079762,101079822,101082512,101084372,101090412,101091072,101091872,101091992,101092602,101092932,101093492,101093592,101093742,101093852,101095282,101095412,101096602,101096792,101097202,101100952,101101062,101101762,101102252,101102592,101103972,101107912,101108752,101108842,101111242,101111662,101111682,101114232,101116572,101116722,101118082,101118372,101120912,101120972,101121402,101121662,101121853,101127032,101137572,101140002,101143062,101172002,101200752,101203612,101204992,101205052,101205432,101205862,101206112,101207662,101209562,101210842,101211212,101211792,101212762,101213142,101222132,101253142,101255252,101256582,101329172,103151572,103152012,103155792,103156332,103156992,103158852,103163112,103163232,103163712,103164242,103164482,103165852,103165882,103166692,103167602,103169252,103171362,103172752,103173962,103174022,103174042,103174162,103174232,103175232,103178992,103179852,103180082,103180552,103181002,103183502,103183972,103184082,103185432,103188852,103189322,103189902,103192312,103194902,103195632,103196292,103197242,103198472,103199762,103200802,103201052,103202762,103238932,103244052,103245562,103249232,103254312,103255812,103258452,103263212,104856342,105159982,105385282,105385292,105394392,105394532,105394912,105395372,105396252,105396352,105396372,105418112,105541362,105565172,105567012,105567022,105567072,105568662"
1113	0.022021701	"Dyspnoea,Vomiting,Headache"	[ASPIRIN] [SIMVASTATIN]	10	3.125	SIMVASTATIN	11	0.562948	ASPIRIN	12	0.402145	"105174612,105831061,105878151,105947441,105969691,106019221,106029451,106074591,106091491,106098241,106129421,107048061"
1114	0.021826967	Cerebro vascular accident	[HUMALOG] [LANTUS]	15	7.21154	LANTUS	60	5.11945	HUMALOG	28	4.78632	"103289812,103655182,104441333,104845062,104944472,104987573,105121092,105164061,105281112,105408541,105661351,105667111,105709222,105799981,105912842,105997491,106064511,106155572,106203501,106348932,106691731,106753841,106826831,99486443"
1116	0.021799243	Myocardial infarction	[CARVEDILOL] [AVANDIA]	12	37.5	AVANDIA	2411	49.2041	CARVEDILOL	27	6.13636	"101042252,101043882,101062172,101079482,101090412,101091022,101091192,101106662,101106742,101109832,101111322,101140372,101168962,101189322,101206092,101208202,103155072,103156992,103194902"
1117	0.02171715	Dyspnoea	[LETAIRIS] [VENTAVIS]	11	14.4737	VENTAVIS	35	10.0575	LETAIRIS	465	13.7493	"104981972,104988492,105092184,105119062,105826002,105968775,106206492,106214561,106215271,106496031,106791842"
1118	0.021675334	Neutropenia	[DOXORUBICIN] [CYCLOPHOSPHAMIDE]	16	9.09091	DOXORUBICIN	24	6.77966	CYCLOPHOSPHAMIDE	55	6.99746	"100208054,100892302,101454475,101866223,1018911111,101894982,101990233,101996712,102002907,102104402,102202993,102410208,102652194,103009722,103142043,103668615,103690972,103749523,103804003,104029793,104213037,104233462,104357942,104427894,104646162,104948321,104961202,104979681,104983181,105099251,105100101,105100741,105129353,105133311,105155361,105172361,105216163,105228042,105288741,105304571,105307581,105318632,105378352,105382131,105417895,105503352,105508981,105540091,105578591,105598452,105647061,105652361,105691001,105722971,105731192,105748871,105765041,105784761,105813652,105858951,105873191,105885201,105929981,105955791,105978062,106133741,106145811,106169301,106236923,106251421,106356511,106377931,106378451,106517711,106536242,106542281,106543811,106554671,106554681,106554691,106555051,106555071,106555091,106607431,106624311,106663032,106666781,106723241,106762531,106773791,106774761,106846981,106852151,79016513,84015732,84225814,84755103,85239782,86137562,86887422,88765402,89570084,89646706,91063964,93459848,95006463,95176052,97265985,97346184,97450743,97740693,97913346,97913639,98051874,98518743,98518755,99208903"
1119	0.021630125	"Offlabeluse,Drug ineffective"	[OLYSIO] [SOVALDI]	23	8.45588	OLYSIO	24	6.97674	SOVALDI	25	3.98724	"103461965,105192051,105254962,105370411,105490874,106438151,106496581,106497211,106497311,106497321,106497691,106498391,106498411,106499481,106499511,106499791,106499861,106499871,106499931,106500031,106500311,106525771,106566061,106566081"
1121	0.021561657	"Plasmacellmyeloma,Toxicity to various agents"	[REVLIMID] [DEXAMETHASONE]	23	4.20475	DEXAMETHASONE	25	1.5674	REVLIMID	33	1.9725	"104971031,104971361,105139341,105145781,105377951,105434771,105552251,105552891,105790911,105821551,105849601,105932171,106142741,106195131,106234241,106270181,106370171,106411101,106439631,106460201,106464301,106540101,106683102,106753552"
1123	0.021522671	Dyspnoea	[SPIRIVA] [SYMBICORT]	14	15.9091	SYMBICORT	57	13.835	SPIRIVA	95	13.6494	"100633722,1016626410,103302222,104672675,104705463,104745413,104863981,104981462,105122021,105136611,105261801,105287691,105620061,105730601,105852372,105934271,105966142,106033402,106126281,106473701,106552481,106649122,779763611,87161684,87372182,880102214,89116262,935596117,938101010,95140254,980490116,98664039"
1124	0.021502525	Febrile neutropenia	[PREDNISONE] [CYCLOPHOSPHAMIDE]	13	9.48905	PREDNISONE	18	1.02099	CYCLOPHOSPHAMIDE	40	5.08906	"100208054,101454475,102202993,103668615,103749523,104029793,104233462,104357942,104663412,104979681,104983181,105099251,105228042,105307581,105318632,105431541,105598452,105765041,105873191,106147291,106148361,106169301,106236923,106356511,106357231,106377931,106378451,106517711,106846981,106852151,79016513,84755103,92594894,93459848,95006463,97265985,97913346,98518743,99208903"
1126	0.021322424	Headache	[RIBAVIRIN] [SOVALDI]	16	7.44186	RIBAVIRIN	52	5.39419	SOVALDI	32	5.10367	"102086763,102454202,105105382,105165341,105166651,105166991,105168671,105269751,106212311,106419041,79879374"
1127	0.021244376	Cardiac failure congestive	[TOPROLXL] [AVANDIA]	38	20.2128	TOPROLXL	43	13.4375	AVANDIA	1052	21.4694	"101044602,101055312,101069942,101092932,101093852,101100212,101100952,101106372,101108612,101111682,101115832,101120972,101203202,101203702,101204992,101205052,101205292,103152832,103155792,103156332,103163232,103174142,103174232,103174542,103180552,103187382,103189322,103192312,103192542,103201052,103238932,103245562,105218182,105385282,105394772,105565172,105567012,105633582,105772662"
1129	0.021217441	"Pruritus,Pyrexia"	[RIBAVIRIN] [PEGINTRON]	10	6.84932	PEGINTRON	10	3.64963	RIBAVIRIN	11	1.14108	"102905064,102990292,103570144,104014662,104198002,104493594,104760952,104768543,104804712,105045182,105123602,105331321,106022282,106270431,106403621,106407771"
1131	0.021179882	Coronaryarterybypass	[METOPROLOL] [AVANDIA]	12	5.60748	AVANDIA	144	2.93878	METOPROLOL	13	1.27451	"101044542,101070232,101077962,101079242,101079762,101104462,101105062,101111832,101115392,101120912,101121853,101124572,101128922,101185772"
1133	0.020986787	Neutropenia	[VINCRISTINE] [PREDNISONE]	14	11.8644	PREDNISONE	31	1.75837	VINCRISTINE	26	9.05923	"100208054,101454475,102202993,103009722,103668615,103749523,104029793,104233462,104357942,104663412,104980912,104983181,105099251,105121162,105129353,105133311,105216163,105307581,105318632,105402201,105417895,105431541,105439361,105652361,105765041,105873191,106147291,106148361,106169301,106220011,106236923,106356511,106357231,106377931,106378451,106517711,106624311,106720491,106774761,106816391,106846981,106852151,79016513,84755103,85239782,89570084,92594894,95006463,97265985,97346184,97450743,97740693,97913346,97913639,98518743,98518755,99208903"
1135	0.020827419	Sepsis	[OMEPRAZOLE] [SIMVASTATIN]	11	4.86726	SIMVASTATIN	15	0.767656	OMEPRAZOLE	32	1.854	"103028413,103877313,105029492,105643762,105661531,105681281,105723631,105734891,105738921,105740193,105750161,105778211,105799891,105802241,105818101,105832974,105895131,105895521,105903281,105930071,105973111,106123861"
1137	0.020596894	Coronary artery disease	[CLOPIDOGREL] [AVANDIA]	10	18.8679	AVANDIA	904	18.449	CLOPIDOGREL	14	2.5974	"101072062,101078312,101083022,101095952,101101332,101113792,101114922,103151572,103206722,105568642"
1138	0.020569719	"Platelet count decreased,Malaise"	[RIBAVIRIN] [SIMEPREVIR]	10	7.24638	RIBAVIRIN	14	1.45228	SIMEPREVIR	10	4.54545	"103867902,104938603,104960431,105114361,105123602,105234522,105238593,105294552,105674802,106132631,106500442"
1139	0.020546092	"Myocardial infarction,Coronary artery disease"	[METOPROLOL] [AVANDIA]	25	11.6822	METOPROLOL	26	2.54902	AVANDIA	509	10.3878	"101046662,101067832,101078312,101078822,101080722,101083002,101095952,101097212,101097932,101108802,101113792,101114072,101114232,101114922,101117892,101119512,101121422,101121902,101129892,101143242,101171482,101185772,101199382,101203032,105217722,105394432,105394482,105394562,105394572,83543462,83945632,87344282"
1141	0.020395561	Dyspnoea	[ENBREL] [METHOTREXATE]	11	4.47154	METHOTREXATE	39	2.44055	ENBREL	61	2.18795	"102123933,103468262,104088633,104217062,104431055,104433494,104691382,105099751,105131702,105134471,105151322,105186403,105239721,105496742,105531541,105568191,105751112,105825171,106447262,67245426,91823032,97952613"
1143	0.020255487	Acute kidney injury	[ASPIRIN] [BISOPROLOL]	12	9.83607	ASPIRIN	49	1.64209	BISOPROLOL	45	7.1656	"103141592,104023544,104957681,105103632,105138291,105184353,105253732,105905701,105934011,105939831,105969751,105973111,105995481,106020121,106029701,106053821,106055891,106062671,106066531,106074561,106086701,106094461,106096641,106110801,106691961,106816561"
1144	0.020208155	Drymouth	[OMEPRAZOLE] [SIMVASTATIN]	10	4.42478	SIMVASTATIN	12	0.614125	OMEPRAZOLE	25	1.44844	"105009222,105443671,106148851,106150911,106156811,106180611,106260681,106366421,106439681,106442521,106449431,106454171,106460761"
1146	0.020180903	"Headache,Cough"	[ADCIRCA] [TYVASO]	14	5.32319	ADCIRCA	16	1.40598	TYVASO	25	2.9656	"103144832,103766934,104403783,104875763,105174612,105670833,106013652"
1147	0.020163086	Hyponatraemia	[OMEPRAZOLE] [SIMVASTATIN]	10	4.42478	SIMVASTATIN	18	0.921187	OMEPRAZOLE	32	1.854	"104541537,105110664,105491234,105725171,105773671,105805081,105825791,105826791,105829131,105855701,105878481,105890001,105916931,105965391,106132021,106223861,106826261,96803909"
