Rank	Score	No_of_Drugs	ADR	intr_drugs	Support	Confidence	Drug1	Support1	Confidence1	Drug2	Support2	Confidence2	id
1464	0.005277637	2	[Coronaryarterybypass]	[AVANDAMET] [AVANDIA]	24	3.9801	AVANDIA	144	2.93878	AVANDAMET	24	3.80952	"101026542,101040172,101040642,101040842,101043612,101043742,101044702,101046392,101047152,101048842,101053712,101054052,101055572,101057782,101060732,101061552,101062792,101063432,101063892,101066062,101067252,101068162,101069272,101070102,101070572,101070902,101073572,101073712,101074092,101074132,101075272,101076612,101076812,101077532,101077622,101077802,101078252,101079692,101079722,101080322,101080412,101081282,101081552,101082232,101082932,101082952,101083132,101083372,101083742,101084072,101084432,101090212,101090532,101090652,101090842,101090872,101091092,101091282,101091402,101091592,101091862,101093032,101093372,101093882,101093992,101094202,101094252,101094522,101094592,101095002,101095132,101095172,101095272,101095722,101096472,101100342,101100602,101100812,101100882,101100922,101101012,101101592,101101682,101101702,101102032,101102802,101103142,101103222,101103372,101104202,101104542,101104832,101105432,101106102,101106672,101107572,101107582,101107752,101108172,101108482,101111502,101112172,101112842,101114082,101114152,101115262,101116282,101117172,101117882,101118092,101118252,101118542,101118912,101118982,101119312,101119442,101119492,101119502,101119562,101119862,101120102,101120502,101120852,101121472,101121482,101121632,101124382,101124562,101125292,101125762,101125872,101129432,101129682,101130112,101130782,101134812,101136832,101138282,101138422,101139032,101140082,101141472,101143862,101144582,101144632,101144652,101163602,101166412,101171672,101172082,101181972,101182912,101183792,101185522,101186992,101187242,101187262,101190012,101190622,101196122,101201042,101202832,101203252,101203292,101204052,101204332,101204842,101204882,101205572,101205662,101205732,101205892,101206362,101206472,101207082,101207192,101208212,101210452,101210622,101211912,101212802,101213202,101216802,101220052,101220472,101221342,101225312,101234652,101252312,101252702,101257072,101257202,101259752,101277312,101279372,103159082,103163042,103166652,103167912,103168722,103171782,103172882,103174482,103175272,103178662,103178912,103193762,103194442,103197372,103197612,103197922,103198222,103199532,103220982,103264302,103385452,103385572,103385792,103385872,103387252,103387272,103390622,103391892,103391952,103719192,104030993,105025732,105218082,105228862,105228872,105229322,105229733,105229852,105248192,105283262,105283402,105385062,105385072,105385092,105385242,105385362,105385502,105385572,105385642,105385662,105385672,105385732,105385752,105394692,105394702,105396332,105541312,105542042,105542052,105543082,105543122,105543152,105543742,105543772,105543792,105545552,105567052,105570852,105631702,105631722,105631732,105631772,105632402,105632552,105632562,105632582,105634182,105634192,105634202,105634342,105713011,105713021,105713411,105713461,105739761,105771091,105798981,105855422,105855512,105855931,105856062,105856131,105856281,105868141,105962082,105993601,105994011,105994102,105994181,105994361,105994511,105994561,105994831,105994901,106087581,106172301,106172881,106231841,106231901,106232461,106232531,106232581,106272411,106272561,106414802,106414852,106414931,106415012,106415062,106415152,106415182,106415592,106415722,106415732,106415742,106441742,106444532,106444541,106465361,106502262,81618703,82727252,82817592,83516693,83516923,83516963,83517194,83517213,83517283,83517383,83517513,84051262,86200882,86684982,86684992,86807222,86829202,87250882,93803424,93982722,94006795,94876533,94877333,94877804"
1465	0.005276383	2	[Bloodglucoseincreased]	[APIDRA] [LANTUS]	13	13.9785	LANTUS	147	12.5427	APIDRA	20	14.2857	"103903172,103904292,103965112,104255742,104299542,104336992,104424222,104431493,104449032,104452352,104868182,104945791,104973521,105050562,105139392,105187472,105217611,105218482,105274152,105278031,105336221,105401531,105411601,105554501,105577662,105662961,105663212,105734231,105849402,105852442,105852522,105875582,105875631,105900031,105900041,105913261,105941111,105963711,105963892,105966392,105985072,106013571,106013842,106016221,106126731,106171461,106215771,106220271,106255171,106258191,106348832,106440231,106561101,106723641,106723741,106724251,106770981,106824941"
1466	0.005230903	2	[Headache] [Cough]	[LETAIRIS] [TYVASO]	15	3.30396	LETAIRIS	21	0.620934	TYVASO	25	2.9656	"100636442,101753173,102391902,102712843,102908312,104581862,104603732,104660443,104744364,104816532,104893901,104894812,105027512,105039741,105099082,105128472,105146881,105165031,105179081,105294782,105359731,105388091,105392281,105456601,105617221,105640381,105684224,105774251,105803391,105826214,105913532,106087341,106127311,106336501,106392461,106533271,106611492,106613931,106718231,106735261,106814221,106814291,98347923"
1467	0.005221207	2	[Myocardialinfarction] [Acutecoronarysyndrome]	[ASPIRIN] [AVANDIA]	12	1.40023	AVANDIA	40	0.816326	ASPIRIN	12	0.402145	"101039442,101042602,101051932,101059272,101061102,101063472,101067482,101070242,101075512,101075722,101076982,101079282,101079702,101080192,101082562,101084312,101093002,101094102,101095122,101096132,101098002,101101432,101103592,101107332,101114442,101118562,101118822,101127472,101171632,101171752,101172002,101185252,101205262,101212262,101212562,101212662,101224442,101265592,103158852,103167212"
1468	0.005167113	2	[Myocardialinfarction] [Chestpain]	[ASPIRIN] [AVANDIA]	14	1.63361	AVANDIA	58	1.18367	ASPIRIN	22	0.737265	"101039442,101042602,101051932,101059272,101061102,101063472,101067482,101070242,101075512,101075722,101076982,101079282,101079702,101080192,101082562,101084312,101093002,101094102,101095122,101096132,101098002,101101432,101103592,101107332,101114442,101118562,101118822,101127472,101171632,101171752,101172002,101185252,101205262,101212262,101212562,101212662,101224442,101265592,103158852,103167212"
1469	0.005133999	2	[Acutemyocardialinfarction]	[AVANDAMET] [AVANDIA]	42	6.96517	AVANDAMET	44	6.98413	AVANDIA	285	5.81633	"101026542,101040172,101040642,101040842,101043612,101043742,101044702,101046392,101047152,101048842,101053712,101054052,101055572,101057782,101060732,101061552,101062792,101063432,101063892,101066062,101067252,101068162,101069272,101070102,101070572,101070902,101073572,101073712,101074092,101074132,101075272,101076612,101076812,101077532,101077622,101077802,101078252,101079692,101079722,101080322,101080412,101081282,101081552,101082232,101082932,101082952,101083132,101083372,101083742,101084072,101084432,101090212,101090532,101090652,101090842,101090872,101091092,101091282,101091402,101091592,101091862,101093032,101093372,101093882,101093992,101094202,101094252,101094522,101094592,101095002,101095132,101095172,101095272,101095722,101096472,101100342,101100602,101100812,101100882,101100922,101101012,101101592,101101682,101101702,101102032,101102802,101103142,101103222,101103372,101104202,101104542,101104832,101105432,101106102,101106672,101107572,101107582,101107752,101108172,101108482,101111502,101112172,101112842,101114082,101114152,101115262,101116282,101117172,101117882,101118092,101118252,101118542,101118912,101118982,101119312,101119442,101119492,101119502,101119562,101119862,101120102,101120502,101120852,101121472,101121482,101121632,101124382,101124562,101125292,101125762,101125872,101129432,101129682,101130112,101130782,101134812,101136832,101138282,101138422,101139032,101140082,101141472,101143862,101144582,101144632,101144652,101163602,101166412,101171672,101172082,101181972,101182912,101183792,101185522,101186992,101187242,101187262,101190012,101190622,101196122,101201042,101202832,101203252,101203292,101204052,101204332,101204842,101204882,101205572,101205662,101205732,101205892,101206362,101206472,101207082,101207192,101208212,101210452,101210622,101211912,101212802,101213202,101216802,101220052,101220472,101221342,101225312,101234652,101252312,101252702,101257072,101257202,101259752,101277312,101279372,103159082,103163042,103166652,103167912,103168722,103171782,103172882,103174482,103175272,103178662,103178912,103193762,103194442,103197372,103197612,103197922,103198222,103199532,103220982,103264302,103385452,103385572,103385792,103385872,103387252,103387272,103390622,103391892,103391952,103719192,104030993,105025732,105218082,105228862,105228872,105229322,105229733,105229852,105248192,105283262,105283402,105385062,105385072,105385092,105385242,105385362,105385502,105385572,105385642,105385662,105385672,105385732,105385752,105394692,105394702,105396332,105541312,105542042,105542052,105543082,105543122,105543152,105543742,105543772,105543792,105545552,105567052,105570852,105631702,105631722,105631732,105631772,105632402,105632552,105632562,105632582,105634182,105634192,105634202,105634342,105713011,105713021,105713411,105713461,105739761,105771091,105798981,105855422,105855512,105855931,105856062,105856131,105856281,105868141,105962082,105993601,105994011,105994102,105994181,105994361,105994511,105994561,105994831,105994901,106087581,106172301,106172881,106231841,106231901,106232461,106232531,106232581,106272411,106272561,106414802,106414852,106414931,106415012,106415062,106415152,106415182,106415592,106415722,106415732,106415742,106441742,106444532,106444541,106465361,106502262,81618703,82727252,82817592,83516693,83516923,83516963,83517194,83517213,83517283,83517383,83517513,84051262,86200882,86684982,86684992,86807222,86829202,87250882,93803424,93982722,94006795,94876533,94877333,94877804"
1470	0.005099455	2	[Headache]	[REVATIO] [LETAIRIS]	32	5.39629	LETAIRIS	164	4.8492	REVATIO	50	4.91642	"101051484,102108512,102253432,102423964,102511832,102635402,102637252,102637382,102747592,102840223,103023072,103023102,103041333,103065392,103462322,103510334,103767903,104141592,104485252,104685913,104893741,104911381,104963972,104986461,105027681,105059701,105092371,105093311,105118893,105146752,105148911,105148931,105202121,105223841,105223861,105224043,105227262,105231001,105291411,105308241,105370601,105387721,105422511,105454212,105459681,105500621,105501961,105556612,105557531,105557771,105557972,105558121,105616532,105640351,105643381,105643661,105643751,105644182,105666231,105668451,105671631,105688381,105691241,105769671,105771671,105891413,105913211,105913231,105914311,105914991,105915492,105935672,105942341,105943461,105943651,105943761,105944022,105962801,105964022,105964271,105964391,106030861,106032351,106087591,106088581,106088651,106090011,106090811,106112511,106115502,106118281,106230861,106262721,106391811,106392061,106419481,106419512,106498832,106527841,106533051,106533081,106539701,106565291,106637451,106641511,106644371,106732881,106736611,106755981,106778401,106839391,106839681,106858291"
1471	0.005032127	2	[Fluidretention]	[REVATIO] [LETAIRIS]	29	4.89039	REVATIO	44	4.32645	LETAIRIS	150	4.43525	"101051484,102108512,102253432,102423964,102511832,102635402,102637252,102637382,102747592,102840223,103023072,103023102,103041333,103065392,103462322,103510334,103767903,104141592,104485252,104685913,104893741,104911381,104963972,104986461,105027681,105059701,105092371,105093311,105118893,105146752,105148911,105148931,105202121,105223841,105223861,105224043,105227262,105231001,105291411,105308241,105370601,105387721,105422511,105454212,105459681,105500621,105501961,105556612,105557531,105557771,105557972,105558121,105616532,105640351,105643381,105643661,105643751,105644182,105666231,105668451,105671631,105688381,105691241,105769671,105771671,105891413,105913211,105913231,105914311,105914991,105915492,105935672,105942341,105943461,105943651,105943761,105944022,105962801,105964022,105964271,105964391,106030861,106032351,106087591,106088581,106088651,106090011,106090811,106112511,106115502,106118281,106230861,106262721,106391811,106392061,106419481,106419512,106498832,106527841,106533051,106533081,106539701,106565291,106637451,106641511,106644371,106732881,106736611,106755981,106778401,106839391,106839681,106858291"
1472	0.004957598	2	[Infusionsiteerythema]	[REMODULIN] [LETAIRIS]	10	2.6738	LETAIRIS	11	0.325251	REMODULIN	17	1.79325	"102395572,102480842,102512492,103583183,103770812,103981286,104323145,104857481,105033341,105060942,105098971,105115142,105152052,105178871,105233721,105475801,105475892,105500682,105532591,105553161,105580193,105615412,105705902,105719641,105755762,105776872,105843846,105866822,105909151,105963481,106029071,106234443,106237321,106272651,106422001,106445181,106550212,106566511,106574342,106629921,106638653,106656063,106696641,106862151"
1473	0.004942137	2	[Plateletcountdecreased]	[RIBAVIRIN] [PEGASYS]	20	10.929	PEGASYS	41	8.28283	RIBAVIRIN	119	12.3444	"104881331,105085041,105165021,105167211,105167401,105168761,105169681,105170081,105170091,105170251,105170421,105170541,105170631,105171131,105174891,105174971,105175291,105217151,105217231,105218071,105218371,105296952,105399672,105408041,105478792,105542391,105562514,105811321,105902841,105926881,105944391,105949091,106144102,106148472,106779251,106812891,77525445,77525515,83179262,99183003"
1474	0.004884125	2	[Unevaluableevent]	[LETAIRIS] [ADCIRCA]	29	3.86152	ADCIRCA	29	2.54833	LETAIRIS	133	3.93258	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1475	0.004857037	2	[Death]	[ASPIRIN] [REVLIMID]	10	13.5135	REVLIMID	339	20.263	ASPIRIN	97	3.25067	"105,121,572,105,344,000,000,000,000"
1479	0.004711243	2	[Myocardialinfarction] [Coronaryarterydisease] [Cardiacfailurecongestive]	[AVANDAMET] [AVANDIA]	28	4.64345	AVANDAMET	29	4.60317	AVANDIA	177	3.61224	"101026542,101040172,101040642,101040842,101043612,101043742,101044702,101046392,101047152,101048842,101053712,101054052,101055572,101057782,101060732,101061552,101062792,101063432,101063892,101066062,101067252,101068162,101069272,101070102,101070572,101070902,101073572,101073712,101074092,101074132,101075272,101076612,101076812,101077532,101077622,101077802,101078252,101079692,101079722,101080322,101080412,101081282,101081552,101082232,101082932,101082952,101083132,101083372,101083742,101084072,101084432,101090212,101090532,101090652,101090842,101090872,101091092,101091282,101091402,101091592,101091862,101093032,101093372,101093882,101093992,101094202,101094252,101094522,101094592,101095002,101095132,101095172,101095272,101095722,101096472,101100342,101100602,101100812,101100882,101100922,101101012,101101592,101101682,101101702,101102032,101102802,101103142,101103222,101103372,101104202,101104542,101104832,101105432,101106102,101106672,101107572,101107582,101107752,101108172,101108482,101111502,101112172,101112842,101114082,101114152,101115262,101116282,101117172,101117882,101118092,101118252,101118542,101118912,101118982,101119312,101119442,101119492,101119502,101119562,101119862,101120102,101120502,101120852,101121472,101121482,101121632,101124382,101124562,101125292,101125762,101125872,101129432,101129682,101130112,101130782,101134812,101136832,101138282,101138422,101139032,101140082,101141472,101143862,101144582,101144632,101144652,101163602,101166412,101171672,101172082,101181972,101182912,101183792,101185522,101186992,101187242,101187262,101190012,101190622,101196122,101201042,101202832,101203252,101203292,101204052,101204332,101204842,101204882,101205572,101205662,101205732,101205892,101206362,101206472,101207082,101207192,101208212,101210452,101210622,101211912,101212802,101213202,101216802,101220052,101220472,101221342,101225312,101234652,101252312,101252702,101257072,101257202,101259752,101277312,101279372,103159082,103163042,103166652,103167912,103168722,103171782,103172882,103174482,103175272,103178662,103178912,103193762,103194442,103197372,103197612,103197922,103198222,103199532,103220982,103264302,103385452,103385572,103385792,103385872,103387252,103387272,103390622,103391892,103391952,103719192,104030993,105025732,105218082,105228862,105228872,105229322,105229733,105229852,105248192,105283262,105283402,105385062,105385072,105385092,105385242,105385362,105385502,105385572,105385642,105385662,105385672,105385732,105385752,105394692,105394702,105396332,105541312,105542042,105542052,105543082,105543122,105543152,105543742,105543772,105543792,105545552,105567052,105570852,105631702,105631722,105631732,105631772,105632402,105632552,105632562,105632582,105634182,105634192,105634202,105634342,105713011,105713021,105713411,105713461,105739761,105771091,105798981,105855422,105855512,105855931,105856062,105856131,105856281,105868141,105962082,105993601,105994011,105994102,105994181,105994361,105994511,105994561,105994831,105994901,106087581,106172301,106172881,106231841,106231901,106232461,106232531,106232581,106272411,106272561,106414802,106414852,106414931,106415012,106415062,106415152,106415182,106415592,106415722,106415732,106415742,106441742,106444532,106444541,106465361,106502262,81618703,82727252,82817592,83516693,83516923,83516963,83517194,83517213,83517283,83517383,83517513,84051262,86200882,86684982,86684992,86807222,86829202,87250882,93803424,93982722,94006795,94876533,94877333,94877804"
1483	0.004560476	2	[Anginapectoris]	[ASPIRIN] [AVANDIA]	23	2.68378	ASPIRIN	34	1.13941	AVANDIA	132	2.69388	"101039442,101042602,101051932,101059272,101061102,101063472,101067482,101070242,101075512,101075722,101076982,101079282,101079702,101080192,101082562,101084312,101093002,101094102,101095122,101096132,101098002,101101432,101103592,101107332,101114442,101118562,101118822,101127472,101171632,101171752,101172002,101185252,101205262,101212262,101212562,101212662,101224442,101265592,103158852,103167212"
1484	0.004546927	2	[Atrialfibrillation]	[AVANDAMET] [AVANDIA]	25	4.14594	AVANDIA	163	3.32653	AVANDAMET	25	3.96825	"101026542,101040172,101040642,101040842,101043612,101043742,101044702,101046392,101047152,101048842,101053712,101054052,101055572,101057782,101060732,101061552,101062792,101063432,101063892,101066062,101067252,101068162,101069272,101070102,101070572,101070902,101073572,101073712,101074092,101074132,101075272,101076612,101076812,101077532,101077622,101077802,101078252,101079692,101079722,101080322,101080412,101081282,101081552,101082232,101082932,101082952,101083132,101083372,101083742,101084072,101084432,101090212,101090532,101090652,101090842,101090872,101091092,101091282,101091402,101091592,101091862,101093032,101093372,101093882,101093992,101094202,101094252,101094522,101094592,101095002,101095132,101095172,101095272,101095722,101096472,101100342,101100602,101100812,101100882,101100922,101101012,101101592,101101682,101101702,101102032,101102802,101103142,101103222,101103372,101104202,101104542,101104832,101105432,101106102,101106672,101107572,101107582,101107752,101108172,101108482,101111502,101112172,101112842,101114082,101114152,101115262,101116282,101117172,101117882,101118092,101118252,101118542,101118912,101118982,101119312,101119442,101119492,101119502,101119562,101119862,101120102,101120502,101120852,101121472,101121482,101121632,101124382,101124562,101125292,101125762,101125872,101129432,101129682,101130112,101130782,101134812,101136832,101138282,101138422,101139032,101140082,101141472,101143862,101144582,101144632,101144652,101163602,101166412,101171672,101172082,101181972,101182912,101183792,101185522,101186992,101187242,101187262,101190012,101190622,101196122,101201042,101202832,101203252,101203292,101204052,101204332,101204842,101204882,101205572,101205662,101205732,101205892,101206362,101206472,101207082,101207192,101208212,101210452,101210622,101211912,101212802,101213202,101216802,101220052,101220472,101221342,101225312,101234652,101252312,101252702,101257072,101257202,101259752,101277312,101279372,103159082,103163042,103166652,103167912,103168722,103171782,103172882,103174482,103175272,103178662,103178912,103193762,103194442,103197372,103197612,103197922,103198222,103199532,103220982,103264302,103385452,103385572,103385792,103385872,103387252,103387272,103390622,103391892,103391952,103719192,104030993,105025732,105218082,105228862,105228872,105229322,105229733,105229852,105248192,105283262,105283402,105385062,105385072,105385092,105385242,105385362,105385502,105385572,105385642,105385662,105385672,105385732,105385752,105394692,105394702,105396332,105541312,105542042,105542052,105543082,105543122,105543152,105543742,105543772,105543792,105545552,105567052,105570852,105631702,105631722,105631732,105631772,105632402,105632552,105632562,105632582,105634182,105634192,105634202,105634342,105713011,105713021,105713411,105713461,105739761,105771091,105798981,105855422,105855512,105855931,105856062,105856131,105856281,105868141,105962082,105993601,105994011,105994102,105994181,105994361,105994511,105994561,105994831,105994901,106087581,106172301,106172881,106231841,106231901,106232461,106232531,106232581,106272411,106272561,106414802,106414852,106414931,106415012,106415062,106415152,106415182,106415592,106415722,106415732,106415742,106441742,106444532,106444541,106465361,106502262,81618703,82727252,82817592,83516693,83516923,83516963,83517194,83517213,83517283,83517383,83517513,84051262,86200882,86684982,86684992,86807222,86829202,87250882,93803424,93982722,94006795,94876533,94877333,94877804"
1485	0.004524112	2	[Pulmonaryarterialhypertension]	[REMODULIN] [ADCIRCA]	12	5.45455	REMODULIN	61	6.4346	ADCIRCA	35	3.07557	"101827253,102837542,102837835,103864753,104118492,104433932,104552083,104581757,105294722,105329513,105374342,105374401,105374432,105615242,105684741,105692703,105707212,105789113,105823612,105882321,105884154,105981863,106134032,106231282,106436092,106516652,106600763,106623711"
1486	0.004486046	2	[Myalgia]	[METFORMIN] [SIMVASTATIN]	19	9.17874	METFORMIN	32	1.89349	SIMVASTATIN	253	12.9478	"105,033,691,105,036,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1488	0.00443887	2	[Syncope]	[LETAIRIS] [TYVASO]	14	3.0837	LETAIRIS	90	2.66115	TYVASO	22	2.60973	"100636442,101753173,102391902,102712843,102908312,104581862,104603732,104660443,104744364,104816532,104893901,104894812,105027512,105039741,105099082,105128472,105146881,105165031,105179081,105294782,105359731,105388091,105392281,105456601,105617221,105640381,105684224,105774251,105803391,105826214,105913532,106087341,106127311,106336501,106392461,106533271,106611492,106613931,106718231,106735261,106814221,106814291,98347923"
1489	0.004417427	2	[Paininextremity]	[METHOTREXATE] [HUMIRA]	11	2.98103	METHOTREXATE	38	2.37797	HUMIRA	83	2.65006	"100607504,100738082,101999752,102509663,103667402,103667672,103698802,103753422,103909672,104119512,104211232,104501942,104744332,104847092,104948571,105066121,105075222,105096261,105142611,105143411,105143991,105189821,105200541,105224582,105315472,105322561,105399861,105510401,105582981,105588561,105610211,105669022,105672692,105686411,105735932,105741862,105745821,105776832,105776901,105863863,105930721,105943952,105995901,105998251,106018491,106022321,106077723,106091762,106138401,106162731,106168811,106175001,106194122,106199391,106264741,106268002,106268381,106269621,106316051,106357471,106362331,106439071,106442121,106495052,106503331,106525982,106594012,106597122,106639932,106640351,106677272,106723682,97401845,97801654,98798573"
1490	0.004399691	2	[Cardiomyopathy]	[ASPIRIN] [AVANDIA]	16	1.86698	AVANDIA	77	1.57143	ASPIRIN	19	0.636729	"101039442,101042602,101051932,101059272,101061102,101063472,101067482,101070242,101075512,101075722,101076982,101079282,101079702,101080192,101082562,101084312,101093002,101094102,101095122,101096132,101098002,101101432,101103592,101107332,101114442,101118562,101118822,101127472,101171632,101171752,101172002,101185252,101205262,101212262,101212562,101212662,101224442,101265592,103158852,103167212"
1491	0.004387723	2	[Dyspnoea]	[ADCIRCA] [TRACLEER]	20	12.5	ADCIRCA	148	13.0053	TRACLEER	102	11.039	"100867643,101858985,102569443,103849572,103992643,104141833,104246252,104484032,104569503,104880142,104880192,104880281,104983983,105060362,105501042,105615772,105685091,106109251,106109341,106109431,106206111,106390611,106461011,106461322,106564781,106677251,106729721,106791791"
1492	0.004365575	2	[Vomiting]	[METHOTREXATE] [HUMIRA]	10	2.71003	METHOTREXATE	29	1.81477	HUMIRA	80	2.55428	"100607504,100738082,101999752,102509663,103667402,103667672,103698802,103753422,103909672,104119512,104211232,104501942,104744332,104847092,104948571,105066121,105075222,105096261,105142611,105143411,105143991,105189821,105200541,105224582,105315472,105322561,105399861,105510401,105582981,105588561,105610211,105669022,105672692,105686411,105735932,105741862,105745821,105776832,105776901,105863863,105930721,105943952,105995901,105998251,106018491,106022321,106077723,106091762,106138401,106162731,106168811,106175001,106194122,106199391,106264741,106268002,106268381,106269621,106316051,106357471,106362331,106439071,106442121,106495052,106503331,106525982,106594012,106597122,106639932,106640351,106677272,106723682,97401845,97801654,98798573"
1493	0.004364481	2	[Dizziness]	[LETAIRIS] [ADCIRCA]	31	4.12783	LETAIRIS	134	3.96215	ADCIRCA	38	3.33919	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1494	0.004348842	2	[Asthenia]	[LETAIRIS] [ADCIRCA]	18	2.3968	LETAIRIS	58	1.71496	ADCIRCA	24	2.10896	"100636654,100826452,102307502,102711664,102713503,102889542,102931402,103000282,103320622,103372303,103859873,103885852,104169455,104513862,104783722,104894641,104963321,104963481,105024841,105027761,105029741,105060861,105148981,105168493,105172071,105175601,105283051,105284091,105291332,105371713,105386641,105387781,105412472,105453881,105497892,105520232,105551672,105553782,105557571,105640251,105643951,105671561,105689951,105747021,105771361,105774501,105774642,105785841,105803381,105823191,105823211,105825272,105825891,105826231,105826261,105826271,105909161,105913681,105915331,105915402,105915472,105935692,105937971,105944081,105961711,105961872,105963461,105964772,105965101,106023001,106024942,106028581,106030891,106032781,106085431,106090981,106119071,106164662,106176251,106178241,106227831,106245961,106263891,106387762,106392261,106392421,106419491,106436281,106443922,106469891,106473101,106474201,106494121,106496021,106498001,106530751,106533261,106536851,106557341,106587701,106594041,106624471,106627091,106720941,106724221,106726201,106726501,106734381,106736931,106748671,106751591,106779001,106779041,106810002,106843311,106843481,106845161,106859571"
1495	0.004329359	2	[Pleuraleffusion]	[AVANDAMET] [AVANDIA]	20	3.31675	AVANDAMET	20	3.1746	AVANDIA	121	2.46939	"101026542,101040172,101040642,101040842,101043612,101043742,101044702,101046392,101047152,101048842,101053712,101054052,101055572,101057782,101060732,101061552,101062792,101063432,101063892,101066062,101067252,101068162,101069272,101070102,101070572,101070902,101073572,101073712,101074092,101074132,101075272,101076612,101076812,101077532,101077622,101077802,101078252,101079692,101079722,101080322,101080412,101081282,101081552,101082232,101082932,101082952,101083132,101083372,101083742,101084072,101084432,101090212,101090532,101090652,101090842,101090872,101091092,101091282,101091402,101091592,101091862,101093032,101093372,101093882,101093992,101094202,101094252,101094522,101094592,101095002,101095132,101095172,101095272,101095722,101096472,101100342,101100602,101100812,101100882,101100922,101101012,101101592,101101682,101101702,101102032,101102802,101103142,101103222,101103372,101104202,101104542,101104832,101105432,101106102,101106672,101107572,101107582,101107752,101108172,101108482,101111502,101112172,101112842,101114082,101114152,101115262,101116282,101117172,101117882,101118092,101118252,101118542,101118912,101118982,101119312,101119442,101119492,101119502,101119562,101119862,101120102,101120502,101120852,101121472,101121482,101121632,101124382,101124562,101125292,101125762,101125872,101129432,101129682,101130112,101130782,101134812,101136832,101138282,101138422,101139032,101140082,101141472,101143862,101144582,101144632,101144652,101163602,101166412,101171672,101172082,101181972,101182912,101183792,101185522,101186992,101187242,101187262,101190012,101190622,101196122,101201042,101202832,101203252,101203292,101204052,101204332,101204842,101204882,101205572,101205662,101205732,101205892,101206362,101206472,101207082,101207192,101208212,101210452,101210622,101211912,101212802,101213202,101216802,101220052,101220472,101221342,101225312,101234652,101252312,101252702,101257072,101257202,101259752,101277312,101279372,103159082,103163042,103166652,103167912,103168722,103171782,103172882,103174482,103175272,103178662,103178912,103193762,103194442,103197372,103197612,103197922,103198222,103199532,103220982,103264302,103385452,103385572,103385792,103385872,103387252,103387272,103390622,103391892,103391952,103719192,104030993,105025732,105218082,105228862,105228872,105229322,105229733,105229852,105248192,105283262,105283402,105385062,105385072,105385092,105385242,105385362,105385502,105385572,105385642,105385662,105385672,105385732,105385752,105394692,105394702,105396332,105541312,105542042,105542052,105543082,105543122,105543152,105543742,105543772,105543792,105545552,105567052,105570852,105631702,105631722,105631732,105631772,105632402,105632552,105632562,105632582,105634182,105634192,105634202,105634342,105713011,105713021,105713411,105713461,105739761,105771091,105798981,105855422,105855512,105855931,105856062,105856131,105856281,105868141,105962082,105993601,105994011,105994102,105994181,105994361,105994511,105994561,105994831,105994901,106087581,106172301,106172881,106231841,106231901,106232461,106232531,106232581,106272411,106272561,106414802,106414852,106414931,106415012,106415062,106415152,106415182,106415592,106415722,106415732,106415742,106441742,106444532,106444541,106465361,106502262,81618703,82727252,82817592,83516693,83516923,83516963,83517194,83517213,83517283,83517383,83517513,84051262,86200882,86684982,86684992,86807222,86829202,87250882,93803424,93982722,94006795,94876533,94877333,94877804"
