Rank,score,ADR,intr_drugs,intr_support,intr_conf,drug1,d1_support,d1_conf,drug2,d2_support,d2_conf
524,0.069180553,[Hyponatraemia],[OMEPRAZOLE] [AMLODIPINE],11,8.94309,[OMEPRAZOLE],32,1.854,[AMLODIPINE],24,1.73913
527,0.068581198,[Hyponatraemia],[CALCICHEWD3] [PARACETAMOL],10,37.037,[PARACETAMOL],22,2.26571,[CALCICHEWD3],10,16.129
529,0.068405989,[Myocardialinfarction],[LASIX] [METOPROLOL],17,20.2381,[LASIX],124,10.3506,[METOPROLOL],143,14.0196
530,0.068398451,[Myocardialinfarction],[ASPIRIN] [AVANDIA],399,46.5578,[AVANDIA],2411,49.2041,[ASPIRIN],474,15.8847
531,0.067979677,[Plateletcountdecreased] [Anaemia],[PEGINTRON] [SIMEPREVIR],21,21,[PEGINTRON],27,9.85401,[SIMEPREVIR],33,15
533,0.067557736,[Acutekidneyinjury],[HYDROCHLOROTHIAZIDE] [LISINOPRIL],12,11.8812,[LISINOPRIL],38,2.59563,[HYDROCHLOROTHIAZIDE],23,4
535,0.067078444,[Dyspnoea],[ASPIRIN] [BISOPROLOL],16,13.1148,[BISOPROLOL],35,5.57325,[ASPIRIN],108,3.6193
536,0.066577683,[Myocardialinfarction],[ASPIRIN] [ATENOLOL],35,22.1519,[ATENOLOL],57,7.32648,[ASPIRIN],474,15.8847
537,0.066428083,[Seizure],[TEGRETOL] [KEPPRA],11,23.913,[KEPPRA],87,17.505,[TEGRETOL],47,16.726
538,0.06640758,[Druginteraction],[PEGASYS] [VICTRELIS],12,17.9104,[VICTRELIS],12,9.91736,[PEGASYS],22,4.44444
543,0.06542314,[Cerebrovascularaccident],[PLAVIX] [LISINOPRIL],20,13.8889,[LISINOPRIL],97,6.62568,[PLAVIX],121,7.35115
544,0.065195278,[Pyrexia],[RIBAVIRIN] [SOVRIAD],19,20.2128,[RIBAVIRIN],82,8.50622,[SOVRIAD],22,14.3791
545,0.065115659,[Coronaryarterydisease],[PLAVIX] [TOPROLXL],19,20.6522,[PLAVIX],91,5.52855,[TOPROLXL],43,13.4375
546,0.065099218,[Myocardialinfarction],[LISINOPRIL] [FUROSEMIDE],19,17.9245,[LISINOPRIL],167,11.4071,[FUROSEMIDE],76,6.49018
548,0.064821213,[Myocardialinfarction] [Cardiacfailurecongestive],[DIGOXIN] [AVANDIA],11,19.6429,[AVANDIA],440,8.97959,[DIGOXIN],11,2.76382
549,0.064711555,[Anaemia],[RIBAVIRIN] [PEGINTERFERONALFA2A],47,33.0986,[PEGINTERFERONALFA2A],50,30.4878,[RIBAVIRIN],180,18.6722
550,0.064686111,[Drugineffective],[HUMIRA] [PREDNISONE],19,12.3377,[HUMIRA],181,5.77905,[PREDNISONE],90,5.10493
553,0.064371248,[Hypotension],[AMLODIPINE] [FUROSEMIDE],11,11.1111,[AMLODIPINE],58,4.2029,[FUROSEMIDE],38,3.24509
557,0.063616999,[Impairedworkability] [Pain] [Anxiety] [Economicproblem],[ANDROGEL] [TESTIM],10,22.2222,[ANDROGEL],55,15.9884,[TESTIM],14,15.5556
558,0.063612888,[Diarrhoea],[ONDANSETRON] [DEXAMETHASONE],13,18.8406,[ONDANSETRON],20,7.32601,[DEXAMETHASONE],34,2.13166
559,0.063420383,[Bloodglucoseincreased],[NOVOLOG] [LANTUSSOLOSTAR],14,22.5806,[NOVOLOG],28,15.8192,[LANTUSSOLOSTAR],77,16.4179
561,0.063245748,[Coronaryarterialstentinsertion],[PLAVIX] [AVANDIA],53,10.7071,[PLAVIX],55,3.34143,[AVANDIA],199,4.06122
562,0.063239377,[Bloodbilirubinincreased],[RIBAVIRIN] [PEGINTRON],27,18.4932,[RIBAVIRIN],48,4.97925,[PEGINTRON],31,11.3139
563,0.062881525,[Plateletcountdecreased] [Anaemia],[RIBAVIRIN] [SIMEPREVIR],31,22.4638,[RIBAVIRIN],49,5.08299,[SIMEPREVIR],33,15
564,0.062728338,[Dizziness] [Lossofconsciousness],[AMLODIPINE] [SIMVASTATIN],11,7.38255,[AMLODIPINE],11,0.797101,[SIMVASTATIN],14,0.716479
566,0.062320388,[Offlabeluse],[SOFOSBUVIR] [OLYSIO],29,53.7037,[SOFOSBUVIR],56,23.7288,[OLYSIO],211,61.3372
568,0.062146914,[Myocardialinfarction],[ALDACTONE] [AVANDIA],17,58.6207,[AVANDIA],2411,49.2041,[ALDACTONE],18,5.42169
569,0.061997865,[Myocardialinfarction],[LASIX] [COREG],24,32.4324,[LASIX],124,10.3506,[COREG],84,30.2158
571,0.061717082,[Cerebrovascularaccident],[NORVASC] [AVANDIA],34,25,[AVANDIA],986,20.1224,[NORVASC],44,7.81528
572,0.061652876,[Productadhesionissue],[OXYCODONE] [FENTANYLTRANSDERMALSYSTEM],11,44,[OXYCODONE],12,2.94118,[FENTANYLTRANSDERMALSYSTEM],53,25.4808
573,0.061541278,[Acutemyocardialinfarction],[ALTACE] [AVANDIA],10,14.7059,[ALTACE],10,8.47458,[AVANDIA],285,5.81633
574,0.061377975,[Economicproblem] [Cerebrovascularaccident],[ANDROGEL] [TESTIM],11,24.4444,[TESTIM],18,20,[ANDROGEL],48,13.9535
575,0.061337704,[Pulmonaryarterialhypertension],[REMODULIN] [TRACLEER],17,12.5926,[REMODULIN],61,6.4346,[TRACLEER],53,5.73593
577,0.061048285,[Plateletcountdecreased] [Anaemia],[RIBAVIRIN] [PEGINTRON],24,16.4384,[PEGINTRON],27,9.85401,[RIBAVIRIN],49,5.08299
578,0.060952342,[Headache],[REVATIO] [ORENITRAM],12,33.3333,[ORENITRAM],41,24.8485,[REVATIO],50,4.91642
579,0.060948049,[Toxicitytovariousagents],[bortezomib] [DEXAMETHASONE],12,37.5,[DEXAMETHASONE],114,7.14734,[bortezomib],12,33.3333
580,0.060840214,[Myocardialinfarction],[LASIX] [AVANDIA],113,47.2803,[AVANDIA],2411,49.2041,[LASIX],124,10.3506
581,0.060672892,[Myocardialinfarction],[LIPITOR] [AVANDIA],47,55.9524,[AVANDIA],2411,49.2041,[LIPITOR],79,5.88235
582,0.06064457,[Thrombocytopenia],[PEGASYS] [INCIVO],11,14.6667,[PEGASYS],32,6.46465,[INCIVO],15,8.67052
583,0.060606,[Exposureduringpregnancy],[ALBUMINAR5] [CYTOGAM],16,72.7273,[ALBUMINAR5],16,66.6667,[CYTOGAM],16,66.6667
584,0.060600392,[Impairedworkability] [Pain] [Anxiety],[ANDROGEL] [TESTIM],11,24.4444,[ANDROGEL],66,19.186,[TESTIM],15,16.6667
586,0.060034277,[Cardiacfailurecongestive],[ASPIRIN] [FUROSEMIDE],21,12.3529,[ASPIRIN],180,6.03217,[FUROSEMIDE],51,4.35525
589,0.059622835,[Chestpain],[BISOPROLOL] [ATORVASTATIN],10,10.101,[ATORVASTATIN],26,3.13631,[BISOPROLOL],13,2.07006
590,0.059588337,[Rash],[PEGASYS] [VICTRELIS],11,16.4179,[VICTRELIS],13,10.7438,[PEGASYS],45,9.09091
591,0.059226948,[Acutemyocardialinfarction],[ASPIRIN] [METOPROLOL],28,10.8527,[METOPROLOL],39,3.82353,[ASPIRIN],140,4.69169
592,0.059003336,[Dizziness],[SIMVASTATIN] [LANSOPRAZOLE],11,11,[SIMVASTATIN],94,4.81064,[LANSOPRAZOLE],22,3.78007
593,0.058908816,[Cardiacfailurecongestive],[WARFARIN] [AVANDIA],10,37.037,[WARFARIN],26,2.88568,[AVANDIA],1052,21.4694
594,0.058748953,[Whitebloodcellcountdecreased] [Anaemia],[RIBAVIRIN] [SIMEPREVIR],28,20.2899,[RIBAVIRIN],48,4.97925,[SIMEPREVIR],30,13.6364
595,0.058721907,[Injury],[ANDROGEL] [TESTIM],24,53.3333,[ANDROGEL],195,56.686,[TESTIM],31,34.4444
596,0.05864834,[Unevaluableevent],[REVLIMID] [DEXAMETHASONE],64,11.7002,[DEXAMETHASONE],93,5.83072,[REVLIMID],94,5.61865
598,0.058584546,[Myocardialinfarction],[LISINOPRIL] [LOPRESSOR],10,30.303,[LOPRESSOR],65,28.6344,[LISINOPRIL],167,11.4071
600,0.058465031,[Myalgia],[METFORMIN] [GLIMEPIRIDE],12,15.3846,[METFORMIN],32,1.89349,[GLIMEPIRIDE],12,5.6338
601,0.05838584,[Myocardialinfarction] [Cardiacfailurecongestive],[ROSIGLITAZONEMALEATE] [AVANDIA],12,27.2727,[AVANDIA],440,8.97959,[ROSIGLITAZONEMALEATE],13,24.0741
603,0.057895781,[Foetalexposureduringpregnancy],[NORVIR] [TRUVADA],20,18.6916,[NORVIR],24,12.1827,[TRUVADA],35,13.1579
605,0.057785385,[Arthralgia],[OMEPRAZOLE] [HUMIRA],10,10.6383,[OMEPRAZOLE],56,3.2445,[HUMIRA],138,4.40613
606,0.057744104,[Myocardialinfarction],[LOTREL] [AVANDIA],11,45.8333,[LOTREL],11,25.5814,[AVANDIA],2411,49.2041
608,0.057625239,[Injury] [Emotionaldistress],[ANDRODERM] [ANDROGEL],10,34.4828,[ANDROGEL],108,31.3953,[ANDRODERM],10,24.3902
609,0.057585334,[Whitebloodcellcountdecreased],[RIBAVIRIN] [PEGINTERFERONALFA2A],35,24.6479,[RIBAVIRIN],102,10.5809,[PEGINTERFERONALFA2A],35,21.3415
610,0.057557935,[Acutemyocardialinfarction],[LISINOPRIL] [AVANDIA],43,12.6844,[LISINOPRIL],46,3.14208,[AVANDIA],285,5.81633
613,0.057185515,[Cardiacfailurecongestive],[ASPIRIN] [CARVEDILOL],12,11.7647,[ASPIRIN],180,6.03217,[CARVEDILOL],24,5.45455
614,0.057180377,[Toxicitytovariousagents],[REVLIMID] [PREDNISONE],11,22,[REVLIMID],147,8.78661,[PREDNISONE],32,1.81509
616,0.056916092,[Emotionaldistress],[ANDRODERM] [ANDROGEL],11,37.931,[ANDRODERM],11,26.8293,[ANDROGEL],123,35.7558
618,0.05675438,[Drugineffective] [Renalimpairment],[PREDNISOLONE] [DAPSONE],10,100,[DAPSONE],11,26.8293,[PREDNISOLONE],10,0.914077
619,0.056376449,[Myocardialinfarction],[ENTERICCOATEDASPIRIN] [AVANDIA],16,57.1429,[AVANDIA],2411,49.2041,[ENTERICCOATEDASPIRIN],16,53.3333
622,0.056066871,[Renalimpairment],[MYCOPHENOLATEMOFETIL] [PREDNISOLONE],14,17.284,[MYCOPHENOLATEMOFETIL],23,7.32484,[PREDNISOLONE],23,2.10238
623,0.055779441,[Rheumatoidarthritis],[HUMIRA] [PREDNISONE],12,7.79221,[HUMIRA],65,2.07535,[PREDNISONE],34,1.92853
624,0.055767238,[Diseaseprogression],[TAXOTERE] [HERCEPTIN],11,18.6441,[TAXOTERE],14,7.73481,[HERCEPTIN],45,13.9319
625,0.055667495,[Myalgia],[ASPIRIN] [LANSOPRAZOLE],10,9.80392,[ASPIRIN],28,0.938338,[LANSOPRAZOLE],11,1.89003
626,0.05557516,[Neutrophilcountdecreased],[RIBAVIRIN] [PEGINTRON],27,18.4932,[RIBAVIRIN],47,4.87552,[PEGINTRON],34,12.4088
627,0.055499286,[Fluidretention],[REVATIO] [COUMADIN],14,10,[REVATIO],44,4.32645,[COUMADIN],41,3.79278
629,0.055432676,[Dizziness] [Lossofconsciousness] [Hypotension],[AMLODIPINE] [SIMVASTATIN],10,6.71141,[AMLODIPINE],10,0.724638,[SIMVASTATIN],12,0.614125
631,0.055393022,[Malaise],[RIBAVIRIN] [PEGINTRON],24,16.4384,[PEGINTRON],29,10.5839,[RIBAVIRIN],48,4.97925
632,0.055363064,[Myocardialinfarction],[ASPIRIN] [LIPITOR],30,21.1268,[LIPITOR],79,5.88235,[ASPIRIN],474,15.8847
633,0.055172733,[Thrombosisindevice],[ASPIRIN] [CLOPIDOGREL],25,14.4509,[ASPIRIN],52,1.74263,[CLOPIDOGREL],28,5.19481
634,0.054962108,[Pain] [Anxiety],[ANDROGEL] [AXIRON],11,37.931,[AXIRON],14,27.451,[ANDROGEL],123,35.7558
635,0.054668875,[Plateletcountdecreased] [Pyrexia],[RIBAVIRIN] [SIMEPREVIR],25,18.1159,[SIMEPREVIR],25,11.3636,[RIBAVIRIN],39,4.04564
637,0.054536717,[Myocardialinfarction],[ASPIRIN] [FUROSEMIDE],35,20.5882,[FUROSEMIDE],76,6.49018,[ASPIRIN],474,15.8847
638,0.054519907,[Myocardialinfarction],[ASPIRIN] [CRESTOR],15,21.1268,[CRESTOR],46,5.68603,[ASPIRIN],474,15.8847
639,0.054470895,[Haemoglobindecreased],[PEGINTRON] [SIMEPREVIR],16,16,[SIMEPREVIR],23,10.4545,[PEGINTRON],29,10.5839
641,0.054155162,[Acutemyocardialinfarction],[ASPIRIN] [AVANDIA],97,11.3186,[AVANDIA],285,5.81633,[ASPIRIN],140,4.69169
643,0.053917302,[Coronaryarterydisease],[TOPROLXL] [AVANDIA],42,22.3404,[AVANDIA],904,18.449,[TOPROLXL],43,13.4375
644,0.053912663,[Myocardialinfarction],[ANDRODERM] [ANDROGEL],12,41.3793,[ANDROGEL],121,35.1744,[ANDRODERM],15,36.5854
645,0.05387137,[Myocardialinfarction],[FUROSEMIDE] [AVANDIA],53,50.9615,[AVANDIA],2411,49.2041,[FUROSEMIDE],76,6.49018
647,0.053728092,[Whitebloodcellcountdecreased] [Anaemia],[RIBAVIRIN] [SOVRIAD],17,18.0851,[RIBAVIRIN],48,4.97925,[SOVRIAD],19,12.4183
649,0.053526247,[Weightdecreased],[HUMIRA] [PREDNISONE],12,7.79221,[HUMIRA],75,2.39464,[PREDNISONE],41,2.32558
650,0.053507555,[Cardiacfailurecongestive],[IMDUR] [AVANDIA],16,25,[IMDUR],16,16,[AVANDIA],1052,21.4694
652,0.053436451,[Dyspnoea],[VENTOLIN] [ADVAIRDISKUS],12,23.5294,[ADVAIRDISKUS],110,20.6379,[VENTOLIN],53,11.4224
653,0.0531818,[Breastcancer] [Neoplasmprogression],[LETROZOLEUNKNOWN] [XELODA],12,80,[XELODA],19,5.36723,[LETROZOLEUNKNOWN],12,75
654,0.053115847,[Myocardialinfarction],[TRICOR] [AVANDIA],10,43.4783,[AVANDIA],2411,49.2041,[TRICOR],10,17.5439
656,0.052754098,[Drugineffective],[VENTOLIN] [ADVAIRHFA],10,12.3457,[VENTOLIN],32,6.89655,[ADVAIRHFA],41,7.09343
657,0.052736932,[Diseaseprogression],[AVASTIN] [OXALIPLATIN],10,25,[AVASTIN],132,22.1106,[OXALIPLATIN],33,7.95181
659,0.052553541,[Neutropenia],[RIBAVIRIN] [Telaprevir],10,32.2581,[RIBAVIRIN],44,4.56432,[Telaprevir],15,25.4237
660,0.052100597,[Hyperkalaemia],[METFORMIN] [ATORVASTATIN],10,8.26446,[ATORVASTATIN],15,1.80941,[METFORMIN],19,1.12426
661,0.05183031,[Myocardialinfarction],[ENALAPRIL] [AVANDIA],20,48.7805,[AVANDIA],2411,49.2041,[ENALAPRIL],25,7.06215
662,0.051750506,[Myocardialinfarction],[LIPITOR] [LISINOPRIL],13,16.25,[LIPITOR],79,5.88235,[LISINOPRIL],167,11.4071
665,0.051330141,[Plateletcountdecreased] [Bloodbilirubinincreased],[PEGINTRON] [SIMEPREVIR],12,12,[PEGINTRON],19,6.93431,[SIMEPREVIR],13,5.90909
667,0.050907817,[Malaise],[RIBAVIRIN] [SIMEPREVIR],19,13.7681,[SIMEPREVIR],19,8.63636,[RIBAVIRIN],48,4.97925
668,0.050875585,[Plateletcountdecreased] [Anaemia],[RIBAVIRIN] [SOVRIAD],14,14.8936,[SOVRIAD],15,9.80392,[RIBAVIRIN],49,5.08299
670,0.050725437,[Whitebloodcellcountdecreased],[SOVRIAD] [PEGASYS],19,28.7879,[PEGASYS],48,9.69697,[SOVRIAD],43,28.1046
672,0.050538685,[Asthenia],[LASIX] [CARDIOASPIRIN],10,19.2308,[LASIX],32,2.67112,[CARDIOASPIRIN],22,10.628
673,0.050507281,[Nausea],[ASPIRIN] [RAMIPRIL],13,8.55263,[ASPIRIN],66,2.2118,[RAMIPRIL],25,2.9976
674,0.050326472,[Coronaryarterydisease],[ASPIRIN] [METOPROLOL],29,11.2403,[ASPIRIN],179,5.99866,[METOPROLOL],42,4.11765
675,0.050230109,[Acutekidneyinjury],[SIMVASTATIN] [RAMIPRIL],12,11.1111,[RAMIPRIL],45,5.39568,[SIMVASTATIN],61,3.1218
676,0.0502185,[Gaitdisturbance],[AMLODIPINE] [SIMVASTATIN],11,7.38255,[SIMVASTATIN],29,1.48414,[AMLODIPINE],26,1.88406
677,0.050063294,[Anaemia],[RIBAVIRIN] [Telaprevir],10,32.2581,[Telaprevir],19,32.2034,[RIBAVIRIN],180,18.6722
678,0.0499223,[Acutemyocardialinfarction],[IMDUR] [AVANDIA],10,15.625,[AVANDIA],285,5.81633,[IMDUR],11,11
680,0.049812614,[Myocardialinfarction],[LIPITOR] [COREG],10,33.3333,[LIPITOR],79,5.88235,[COREG],84,30.2158
681,0.049800155,[Myocardialinfarction],[PLAVIX] [LIPITOR],20,22.9885,[LIPITOR],79,5.88235,[PLAVIX],313,19.0158
682,0.049718159,[Death],[OXALIPLATIN] [CAPECITABINE],15,21.7391,[OXALIPLATIN],33,7.95181,[CAPECITABINE],47,18.8
683,0.049647394,[Plateletcountdecreased],[SOVRIAD] [PEGASYS],23,34.8485,[PEGASYS],41,8.28283,[SOVRIAD],54,35.2941
684,0.04950422,[Whitebloodcellcountdecreased] [Anaemia],[RIBAVIRIN] [PEGINTRON],20,13.6986,[RIBAVIRIN],48,4.97925,[PEGINTRON],24,8.75912
685,0.049503231,[Neutrophilcountdecreased],[RIBAVIRIN] [SOVRIAD],17,18.0851,[SOVRIAD],20,13.0719,[RIBAVIRIN],47,4.87552
686,0.049462543,[HepatitisC],[RIBAVIRIN] [SOVALDI],22,10.2326,[SOVALDI],32,5.10367,[RIBAVIRIN],37,3.83817
687,0.049369045,[Myocardialinfarction] [Cardiacfailurecongestive],[COREG] [AVANDIA],18,13.6364,[COREG],20,7.19424,[AVANDIA],440,8.97959
689,0.049096184,[Acutemyocardialinfarction],[TOPROLXL] [AVANDIA],22,11.7021,[AVANDIA],285,5.81633,[TOPROLXL],22,6.875
690,0.049030451,[Myocardialinfarction],[VASOTEC] [AVANDIA],12,48,[AVANDIA],2411,49.2041,[VASOTEC],14,35
691,0.048892144,[Rash],[RIBAVIRIN] [SIMEPREVIR],22,15.942,[RIBAVIRIN],98,10.166,[SIMEPREVIR],25,11.3636
692,0.048739378,[Rash],[PEGINTRON] [SOVRIAD],10,16.3934,[SOVRIAD],17,11.1111,[PEGINTRON],32,11.6788
693,0.048686464,[Paraesthesia],[AMLODIPINE] [SIMVASTATIN],12,8.05369,[AMLODIPINE],26,1.88406,[SIMVASTATIN],51,2.61003
694,0.048678888,[Diarrhoea],[AVASTIN] [XELODA],13,16.25,[AVASTIN],31,5.19263,[XELODA],41,11.5819
697,0.048313707,[Renaltubularnecrosis],[SIMVASTATIN] [BENDROFLUMETHIAZIDE],12,27.2727,[SIMVASTATIN],17,0.87001,[BENDROFLUMETHIAZIDE],12,7.45342
699,0.047998922,[Acutemyocardialinfarction],[PLAVIX] [ASPIRIN],53,9.49821,[PLAVIX],74,4.49575,[ASPIRIN],140,4.69169
701,0.047995268,[Plateletcountdecreased] [Whitebloodcellcountdecreased],[RIBAVIRIN] [SIMEPREVIR],26,18.8406,[RIBAVIRIN],52,5.39419,[SIMEPREVIR],32,14.5455
703,0.047697687,[Toxicitytovariousagents],[METHOTREXATE] [OMEPRAZOLEMAGNESIUM],15,100,[METHOTREXATE],45,2.81602,[OMEPRAZOLEMAGNESIUM],15,71.4286
704,0.047576049,[Chestpain],[ASPIRIN] [ATORVASTATIN],15,8.10811,[ATORVASTATIN],26,3.13631,[ASPIRIN],78,2.61394
706,0.047338857,[Angioedema],[OMEPRAZOLE] [PARACETAMOL],10,9.43396,[PARACETAMOL],21,2.16272,[OMEPRAZOLE],16,0.926999
707,0.04729473,[Dyspnoea],[LETAIRIS] [FUROSEMIDE],11,17.7419,[FUROSEMIDE],68,5.807,[LETAIRIS],465,13.7493
709,0.04714236,[Pyrexia] [Whitebloodcellcountdecreased],[RIBAVIRIN] [PEGINTRON],20,13.6986,[PEGINTRON],21,7.66423,[RIBAVIRIN],29,3.0083
710,0.047061196,[Fluidretention],[TRACLEER] [TYVASO],10,9.25926,[TYVASO],36,4.27046,[TRACLEER],29,3.13853
711,0.047046124,[Drugreactionwitheosinophiliaandsystemicsymptoms],[AMLODIPINE] [DAPSONE],14,100,[DAPSONE],18,43.9024,[AMLODIPINE],19,1.37681
712,0.046980608,[Coronaryarterialstentinsertion],[ATENOLOL] [AVANDIA],13,10.9244,[AVANDIA],199,4.06122,[ATENOLOL],13,1.67095
713,0.046866877,[Cerebrovascularaccident],[LASIX] [COREG],10,13.5135,[COREG],21,7.55396,[LASIX],36,3.00501
715,0.046674792,[Bloodglucoseincreased],[METFORMIN] [LANTUS],18,17.3077,[LANTUS],147,12.5427,[METFORMIN],77,4.55621
716,0.046653157,[Coronaryarterydisease] [Cardiacfailurecongestive],[ROSIGLITAZONEMALEATE] [AVANDIA],15,34.0909,[AVANDIA],323,6.59184,[ROSIGLITAZONEMALEATE],18,33.3333
717,0.046644191,[Fluidretention],[REMODULIN] [COUMADIN],12,9.7561,[REMODULIN],47,4.95781,[COUMADIN],41,3.79278
718,0.046480457,[Acutemyocardialinfarction],[LOPRESSOR] [AVANDIA],20,13.1579,[LOPRESSOR],20,8.81057,[AVANDIA],285,5.81633
721,0.046247642,[Type2diabetesmellitus],[LIPITOR] [ATORVASTATIN],13,68.4211,[LIPITOR],558,41.5488,[ATORVASTATIN],18,2.17129
723,0.046043764,[Pain] [Injury] [Economicproblem],[ANDROGEL] [TESTIM],15,33.3333,[TESTIM],16,17.7778,[ANDROGEL],121,35.1744
724,0.046017119,[Neutrophilcountdecreased],[RIBAVIRIN] [SIMEPREVIR],23,16.6667,[SIMEPREVIR],27,12.2727,[RIBAVIRIN],47,4.87552
725,0.04601592,[Cardiacfailurecongestive],[LASIX] [METOPROLOL],13,15.4762,[LASIX],120,10.0167,[METOPROLOL],37,3.62745
726,0.045964255,[Cerebrovascularaccident],[COUMADIN] [AVANDIA],21,27.2727,[AVANDIA],986,20.1224,[COUMADIN],38,3.51526
729,0.045604797,[Pyrexia] [Whitebloodcellcountdecreased],[PEGINTRON] [SIMEPREVIR],13,13,[PEGINTRON],21,7.66423,[SIMEPREVIR],19,8.63636
730,0.045491813,[Arthralgia],[ENBREL] [PREDNISONE],10,14.2857,[ENBREL],220,7.89096,[PREDNISONE],47,2.66591
731,0.045424229,[Rheumatoidarthritis],[ENBREL] [METHOTREXATE],30,12.1951,[ENBREL],213,7.63988,[METHOTREXATE],72,4.50563
732,0.045386324,[Whitebloodcellcountdecreased] [Anaemia],[PEGINTRON] [SIMEPREVIR],17,17,[SIMEPREVIR],30,13.6364,[PEGINTRON],24,8.75912
733,0.045330375,[Drugineffective],[ENBREL] [METHOTREXATESODIUM],11,25.5814,[METHOTREXATESODIUM],19,19.1919,[ENBREL],102,3.65854
734,0.045262604,[Arthralgia],[FOLICACID] [HUMIRA],16,9.09091,[FOLICACID],37,3.42276,[HUMIRA],138,4.40613
735,0.045244979,[Death],[SILDENAFIL] [COUMADIN],10,14.9254,[SILDENAFIL],48,11.0855,[COUMADIN],69,6.38298
736,0.044964427,[Rash],[RIBAVIRIN] [PEGINTRON],23,15.7534,[PEGINTRON],32,11.6788,[RIBAVIRIN],98,10.166
738,0.0447942,[Hypotension],[SIMVASTATIN] [DIPYRIDAMOLE],21,72.4138,[DIPYRIDAMOLE],21,48.8372,[SIMVASTATIN],48,2.4565
740,0.044752694,[Malignantneoplasmprogression] [Breastcancer],[LETROZOLEUNKNOWN] [XELODA],10,66.6667,[LETROZOLEUNKNOWN],11,68.75,[XELODA],20,5.64972
741,0.044731122,[Cardiacfailurecongestive],[COUMADIN] [AVANDIA],21,27.2727,[COUMADIN],42,3.88529,[AVANDIA],1052,21.4694
742,0.044649575,[Myocardialinfarction],[SPIRONOLACTONE] [AVANDIA],10,62.5,[AVANDIA],2411,49.2041,[SPIRONOLACTONE],12,3.22581
743,0.044635424,[Neutropenia],[PEGASYS] [INCIVO],10,13.3333,[PEGASYS],28,5.65657,[INCIVO],16,9.24855
744,0.044291808,[Pain] [Economicproblem],[ANDROGEL] [TESTIM],23,51.1111,[ANDROGEL],156,45.3488,[TESTIM],43,47.7778
745,0.044228187,[Dyspnoea],[REMODULIN] [TRACLEER],24,17.7778,[REMODULIN],136,14.346,[TRACLEER],102,11.039
746,0.044172664,[Dyspnoea],[IBUPROFEN] [PARACETAMOL],10,10.101,[IBUPROFEN],40,5.09554,[PARACETAMOL],28,2.88363
747,0.044156119,[Cardiacfailurecongestive],[LASIX] [NORVASC],12,13.9535,[LASIX],120,10.0167,[NORVASC],44,7.81528
749,0.044111,[Bloodbilirubinincreased],[RIBAVIRIN] [SOVRIAD],16,17.0213,[RIBAVIRIN],48,4.97925,[SOVRIAD],20,13.0719
750,0.044103835,[Infection],[DIANEALPD2PERITONEALDIALYSISSOLUTIONWITHDEXTROSE] [EXTRANEAL],15,39.4737,[EXTRANEAL],39,4.82077,[DIANEALPD2PERITONEALDIALYSISSOLUTIONWITHDEXTROSE],75,36.4078
752,0.044071571,[Myocardialinfarction] [Cardiacfailurecongestive],[LASIX] [AVANDIA],35,14.6444,[LASIX],37,3.08848,[AVANDIA],440,8.97959
756,0.043704387,[Haemoglobindecreased],[RIBAVIRIN] [PEGINTRON],21,14.3836,[PEGINTRON],29,10.5839,[RIBAVIRIN],55,5.70539
757,0.043596053,[Myocardialinfarction],[LISINOPRIL] [AVANDIA],142,41.8879,[AVANDIA],2411,49.2041,[LISINOPRIL],167,11.4071
759,0.043556678,[Neutropenia],[ETOPOSIDE] [CYCLOPHOSPHAMIDE],16,11.2676,[ETOPOSIDE],27,6.47482,[CYCLOPHOSPHAMIDE],55,6.99746
760,0.043461448,[Fluidretention],[LETAIRIS] [SILDENAFIL],11,9.64912,[LETAIRIS],150,4.43525,[SILDENAFIL],23,5.31178
761,0.043432773,[Fatigue],[SOFOSBUVIR] [RIBAVIRIN],13,12.8713,[RIBAVIRIN],54,5.60166,[SOFOSBUVIR],21,8.89831
762,0.043201419,[Acutemyocardialinfarction],[ASPIRIN] [LISINOPRIL],32,9.30233,[LISINOPRIL],46,3.14208,[ASPIRIN],140,4.69169
764,0.043128714,[Cardiacfailurecongestive],[LISINOPRIL] [AVANDIA],80,23.5988,[LISINOPRIL],88,6.01093,[AVANDIA],1052,21.4694
766,0.042930216,[Cardiacfailurecongestive],[ALTACE] [AVANDIA],16,23.5294,[ALTACE],18,15.2542,[AVANDIA],1052,21.4694
767,0.042818184,[Cardiacfailurecongestive],[DIOVAN] [AVANDIA],14,28,[DIOVAN],17,3.42742,[AVANDIA],1052,21.4694
769,0.042519674,[Headache],[LETAIRIS] [ORENITRAM],34,27.8689,[LETAIRIS],164,4.8492,[ORENITRAM],41,24.8485
770,0.042437484,[Cerebrovascularaccident],[ASPIRIN] [LISINOPRIL],37,10.7558,[ASPIRIN],172,5.76407,[LISINOPRIL],97,6.62568
771,0.042321805,[Drugineffective],[MYCOPHENOLATEMOFETIL] [PREDNISOLONE],10,12.3457,[PREDNISOLONE],51,4.66179,[MYCOPHENOLATEMOFETIL],26,8.28025
773,0.042301622,[Druginteraction],[AMLODIPINE] [SIMVASTATIN],13,8.72483,[AMLODIPINE],40,2.89855,[SIMVASTATIN],82,4.19652
777,0.041992766,[Myocardialinfarction],[ACCUPRIL] [AVANDIA],12,42.8571,[ACCUPRIL],12,23.5294,[AVANDIA],2411,49.2041
